identifier,address,chain,name,symbol,decimals,coingecko,cryptocompare,started,protocol
eip155:1/erc20:0x5bEaBAEBB3146685Dd74176f68a0721F91297D37,0x5bEaBAEBB3146685Dd74176f68a0721F91297D37,1,Bounce Token,BOT,18,bounce-token,,1596425092,
eip155:1/erc20:0xC2C63F23ec5E97efbD7565dF9Ec764FDc7d4e91d,0xC2C63F23ec5E97efbD7565dF9Ec764FDc7d4e91d,1,Boulle,BOU,18,,,1503565345,
eip155:1/erc20:0x139d9397274bb9E2C29A9aa8Aa0b5874d30D62E3,0x139d9397274bb9E2C29A9aa8Aa0b5874d30D62E3,1,BoutsPro,BOUTS,18,boutspro,,1520640000,
eip155:1/erc20:0xe1A178B681BD05964d3e3Ed33AE731577d9d96dD,0xe1A178B681BD05964d3e3Ed33AE731577d9d96dD,1,BOX Token,BOX,18,box-token,BOXT,1514073600,
eip155:1/erc20:0x63f584FA56E60e4D0fE8802b27C7e6E3b33E007f,0x63f584FA56E60e4D0fE8802b27C7e6E3b33E007f,1,ContentBox,BOX,18,contentbox,BOX,1526428800,
eip155:1/erc20:0x780116D91E5592E58a3b3c76A351571b39abCEc6,0x780116D91E5592E58a3b3c76A351571b39abCEc6,1,Blockparty (BOXX Token),BOXX,15,boxx,,1527552000,
eip155:1/erc20:0x327682779bAB2BF4d1337e8974ab9dE8275A7Ca8,0x327682779bAB2BF4d1337e8974ab9dE8275A7Ca8,1,Blockport,BPT,18,blockport,,1512691200,
eip155:1/erc20:0x9E77D5a1251b6F7D456722A6eaC6D2d5980bd891,0x9E77D5a1251b6F7D456722A6eaC6D2d5980bd891,1,BROTHER,BRAT,8,brother,,1500236025,
eip155:1/erc20:0x558EC3152e2eb2174905cd19AeA4e34A23DE9aD6,0x558EC3152e2eb2174905cd19AeA4e34A23DE9aD6,1,Bread,BRD,18,bread,,1512086400,
eip155:1/erc20:0x4639cd8cd52EC1CF2E496a606ce28D8AfB1C792F,0x4639cd8cd52EC1CF2E496a606ce28D8AfB1C792F,1,CBDAO ,BREE,18,cbdao,,1599219609,
eip155:1/erc20:0xCe49c3c92b33a1653F34811a9d7e34502bF12B89,0xCe49c3c92b33a1653F34811a9d7e34502bF12B89,1,3x Short Bitcoin SV Token,BSVBEAR,18,3x-short-bitcoin-sv-token,,1566117895,
eip155:1/erc20:0x6e13A9e4AE3d0678E511Fb6d2ad531fcF0e247bf,0x6e13A9e4AE3d0678E511Fb6d2ad531fcF0e247bf,1,3x Long Bitcoin SV Token,BSVBULL,18,3x-long-bitcoin-sv-token,,1566117890,
eip155:1/erc20:0x0327112423F3A68efdF1fcF402F6c5CB9f7C33fd,0x0327112423F3A68efdF1fcF402F6c5CB9f7C33fd,1,PieDAO BTC++ ,BTC++,18,piedao-btc,,1585793406,
eip155:1/erc20:0x02725836ebF3eCDb1cDf1c7b02FcbBfaa2736AF8,0x02725836ebF3eCDb1cDf1c7b02FcbBfaa2736AF8,1,Bitair,BTCA,8,,,1504828800,
eip155:1/erc20:0x0886949c1b8C412860c4264Ceb8083d1365e86CF,0x0886949c1b8C412860c4264Ceb8083d1365e86CF,1,EthereumBitcoin,BTCE,8,,,1508257238,
eip155:1/erc20:0x5acD19b9c91e596b1f062f18e3D02da7eD8D1e50,0x5acD19b9c91e596b1f062f18e3D02da7eD8D1e50,1,BTC Lite,BTCL,8,btc-lite,,1510617600,
eip155:1/erc20:0x87f5E8c3425218837f3CB67dB941aF0C01323E56,0x87f5E8c3425218837f3CB67dB941aF0C01323E56,1,BitCoin One,BTCONE,18,bitcoin-one,,1513552592,
eip155:1/erc20:0x6Aac8CB9861E42bf8259F5AbDC6aE3Ae89909E11,0x6Aac8CB9861E42bf8259F5AbDC6aE3Ae89909E11,1,Bitcoin Red,BTCRED,8,bitcoin-red,,1508414234,
eip155:1/erc20:0xfD62247943F94C3910A4922af2C62C2D3fAC2a8f,0xfD62247943F94C3910A4922af2C62C2D3fAC2a8f,1,BTEcoin,BTE,18,btecoin,,1563370112,
eip155:1/erc20:0xFAd572db566E5234AC9Fc3d570c4EdC0050eAA92,0xFAd572db566E5234AC9Fc3d570c4EdC0050eAA92,1,Bytether,BTH,18,bithereum,BYTHER,1507680000,
eip155:1/erc20:0x36905Fc93280f52362A1CBAB151F25DC46742Fb5,0x36905Fc93280f52362A1CBAB151F25DC46742Fb5,1,Bottos,BTO,18,bottos,,1510012800,
eip155:1/erc20:0x499A6B77bc25C26bCf8265E2102B1B3dd1617024,0x499A6B77bc25C26bCf8265E2102B1B3dd1617024,1,Bitether,BTR,18,bitether,,1521936000,
eip155:1/erc20:0xcbf15FB8246F679F9Df0135881CB29a3746f734b,0xcbf15FB8246F679F9Df0135881CB29a3746f734b,1,Bither,BTR,18,,BTR,1549411200,
eip155:1/erc20:0x03C780cD554598592B97b7256dDAad759945b125,0x03C780cD554598592B97b7256dDAad759945b125,1,Biotron,BTRN,18,biotron,,1522934027,
eip155:1/erc20:0xFA456Cf55250A839088b27EE32A424d7DAcB54Ff,0xFA456Cf55250A839088b27EE32A424d7DAcB54Ff,1,Blocktrade Token,BTT,18,blocktrade,BKT,1524614400,
eip155:1/erc20:0xb683D83a532e2Cb7DFa5275eED3698436371cc9f,0xb683D83a532e2Cb7DFa5275eED3698436371cc9f,1,BTU Protocol,BTU,18,btu-protocol,,1525910400,
eip155:1/erc20:0x68eb95Dc9934E19B86687A10DF8e364423240E94,0x68eb95Dc9934E19B86687A10DF8e364423240E94,1,3X Long Bitcoin Token,BULL,18,3x-long-bitcoin-token,,1552867200,
eip155:1/erc20:0x4Fabb145d64652a948d72533023f6E7A623C7C53,0x4Fabb145d64652a948d72533023f6E7A623C7C53,1,Binance USD,BUSD,18,binance-usd,,1567641600,
eip155:1/erc20:0xF7E04D8a32229B4cA63aA51eEA9979C7287FEa48,0xF7E04D8a32229B4cA63aA51eEA9979C7287FEa48,1,Beowulf ,BWF,5,beowulf,,1599476835,
eip155:1/erc20:0xbD168CbF9d3a375B38dC51A202B5E8a4E52069Ed,0xbD168CbF9d3a375B38dC51A202B5E8a4E52069Ed,1,Blue Whale Token,BWX,18,blue-whale,,1521158400,
eip155:1/erc20:0x4375E7aD8A01B8eC3Ed041399f62D9Cd120e0063,0x4375E7aD8A01B8eC3Ed041399f62D9Cd120e0063,1,Bit-Z Token,BZ,18,bit-z-token,,1529575592,
eip155:1/erc20:0xE1Aee98495365fc179699C1bB3E761FA716beE62,0xE1Aee98495365fc179699C1bB3E761FA716beE62,1,Bezant,BZNT,18,bezant,,1525171355,
eip155:1/erc20:0x56d811088235F11C8920698a204A5010a788f4b3,0x56d811088235F11C8920698a204A5010a788f4b3,1,bZx Protocol,BZRX,18,bzx-protocol,,1594509320,
eip155:1/erc20:0x26E75307Fc0C021472fEb8F727839531F112f317,0x26E75307Fc0C021472fEb8F727839531F112f317,1,CRYPTO20,C20,18,crypto20,,1507932933,
eip155:1/erc20:0xd42debE4eDc92Bd5a3FBb4243e1ecCf6d63A4A5d,0xd42debE4eDc92Bd5a3FBb4243e1ecCf6d63A4A5d,1,Carboneum [C8] Token,C8,18,carboneum,,1520697820,
eip155:1/erc20:0x7d4b8Cce0591C9044a22ee543533b72E976E36C3,0x7d4b8Cce0591C9044a22ee543533b72E976E36C3,1,Change,CAG,18,change,,1504966676,
eip155:1/erc20:0x1d462414fe14cf489c7A21CaC78509f4bF8CD7c0,0x1d462414fe14cf489c7A21CaC78509f4bF8CD7c0,1,CanYaCoin,CAN,6,canyacoin,,1506988800,
eip155:1/erc20:0x5f3789907b35DCe5605b00C0bE0a7eCDBFa8A841,0x5f3789907b35DCe5605b00C0bE0a7eCDBFa8A841,1,Content and AD Network,CAN,18,,CADN,1507593600,
eip155:1/erc20:0x04F2E7221fdb1B52A68169B25793E51478fF0329,0x04F2E7221fdb1B52A68169B25793E51478fF0329,1,Cappasity,CAPP,2,crypto-application-token,,1504051200,
eip155:1/erc20:0x4D9e23a3842fE7Eb7682B9725cF6c507C424A41B,0x4D9e23a3842fE7Eb7682B9725cF6c507C424A41B,1,CarBlock,CAR,18,,,1530154004,
eip155:1/erc20:0x954b890704693af242613edEf1B603825afcD708,0x954b890704693af242613edEf1B603825afcD708,1,Cardstack,CARD,18,cardstack,,1529884800,
eip155:1/erc20:0xe8780B48bdb05F928697A5e8155f672ED91462F7,0xe8780B48bdb05F928697A5e8155f672ED91462F7,1,Cashaa,CAS,18,cashaa,,1507766400,
eip155:1/erc20:0x1234567461d3f8Db7496581774Bd869C83D51c93,0x1234567461d3f8Db7496581774Bd869C83D51c93,1,BitClave,CAT,18,bitclave,BCAT,1499212800,
eip155:1/erc20:0x26DB5439F651CAF491A87d48799dA81F191bDB6b,0x26DB5439F651CAF491A87d48799dA81F191bDB6b,1,CashBet Coin,CBC,8,cashbet-coin,,1521590400,
eip155:1/erc20:0x076C97e1c869072eE22f8c91978C99B4bcB02591,0x076C97e1c869072eE22f8c91978C99B4bcB02591,1,CommerceBlock,CBT,18,cryptocurrency-business-token,,1513710969,
eip155:1/erc20:0x17aC188e09A7890a1844E5E65471fE8b0CcFadF3,0x17aC188e09A7890a1844E5E65471fE8b0CcFadF3,1,Indexed Finance - CC10,CC10,18,cryptocurrency-top-10-tokens-index,,1607251191,
eip155:1/erc20:0x378903a03FB2C3AC76BB52773e3CE11340377A32,0x378903a03FB2C3AC76BB52773e3CE11340377A32,1,Clipper Coin,CCCX,18,,,1524737013,
eip155:1/erc20:0x17B26400621695c2D8C2D8869f6259E82D7544c4,0x17B26400621695c2D8C2D8869f6259E82D7544c4,1,CustomContractnetwork,CCN,18,custom-contract-network,,1540443520,
eip155:1/erc20:0x679BADc551626e01B23CeecEFBc9B877EA18fc46,0x679BADc551626e01B23CeecEFBc9B877EA18fc46,1,Ccore,CCO,18,ccore,,1506816000,
eip155:1/erc20:0xE4c94d45f7Aef7018a5D66f44aF780ec6023378e,0xE4c94d45f7Aef7018a5D66f44aF780ec6023378e,1,CryptoCarbon,CCRB,6,cryptocarbon,,1471001504,
eip155:1/erc20:0x336F646F87D9f6bC6Ed42Dd46E8b3fD9DbD15C22,0x336F646F87D9f6bC6Ed42Dd46E8b3fD9DbD15C22,1,Crystal Clear,CCT,18,crystal-clear,,1501459200,
eip155:1/erc20:0x177d39AC676ED1C67A2b268AD7F1E58826E5B0af,0x177d39AC676ED1C67A2b268AD7F1E58826E5B0af,1,Blox,CDT,18,blox,,1490659200,
eip155:1/erc20:0x6fFF3806Bbac52A20e0d79BC538d527f6a22c96b,0x6fFF3806Bbac52A20e0d79BC538d527f6a22c96b,1,CDX Network,CDX,18,commodity-ad-network,,1503393177,
eip155:1/erc20:0xb056c38f6b7Dc4064367403E26424CD2c60655e1,0xb056c38f6b7Dc4064367403E26424CD2c60655e1,1,CEEK VR,CEEK,18,ceek,,1521808735,
eip155:1/erc20:0xaaAEBE6Fe48E54f431b0C390CfaF0b017d09D42d,0xaaAEBE6Fe48E54f431b0C390CfaF0b017d09D42d,1,Celsius,CEL,4,celsius-degree-token,,1554810016,
eip155:1/erc20:0x4F9254C83EB525f9FCf346490bbb3ed28a81C667,0x4F9254C83EB525f9FCf346490bbb3ed28a81C667,1,Celer Network,CELR,18,celer-network,,1548115200,
eip155:1/erc20:0x1122B6a0E00DCe0563082b6e2953f3A943855c1F,0x1122B6a0E00DCe0563082b6e2953f3A943855c1F,1,Centrality,CENNZ,18,centrality,,1515492070,
eip155:1/erc20:0x081F67aFA0cCF8c7B17540767BBe95DF2bA8D97F,0x081F67aFA0cCF8c7B17540767BBe95DF2bA8D97F,1,CoinEx Token,CET,18,coinex-token,,1531094400,
eip155:1/erc20:0xF660cA1e228e7BE1fA8B4f5583145E31147FB577,0xF660cA1e228e7BE1fA8B4f5583145E31147FB577,1,DICE Money,CET,18,,DICEM,1521072000,
eip155:1/erc20:0x12FEF5e57bF45873Cd9B62E9DBd7BFb99e32D73e,0x12FEF5e57bF45873Cd9B62E9DBd7BFb99e32D73e,1,Cofound.it,CFI,18,,,1490918400,
eip155:1/erc20:0x6956983F8B3Ce173B4AB84361AA0ad52f38D936f,0x6956983F8B3Ce173B4AB84361AA0ad52f38D936f,1,Crafty,CFTY,8,,,1516574219,
eip155:1/erc20:0xF5238462E7235c7B62811567E63Dd17d12C2EAA0,0xF5238462E7235c7B62811567E63Dd17d12C2EAA0,1,CACHE Gold,CGT,8,cache-gold,,1581937395,
eip155:1/erc20:0x06AF07097C9Eeb7fD685c692751D5C66dB49c215,0x06AF07097C9Eeb7fD685c692751D5C66dB49c215,1,CHAI,CHAI,18,chai,DAI,1575037777,
eip155:1/erc20:0x0000000000004946c0e9F43F4Dee607b0eF1fA1c,0x0000000000004946c0e9F43F4Dee607b0eF1fA1c,1,Chi Gastoken,CHI,0,chi-gastoken,,1590352004,
eip155:1/erc20:0xf3db7560E820834658B590C96234c333Cd3D5E5e,0xf3db7560E820834658B590C96234c333Cd3D5E5e,1,CoinPoker,CHP,18,coinpoker,,1508803200,
eip155:1/erc20:0x915044526758533dfB918ecEb6e44bc21632060D,0x915044526758533dfB918ecEb6e44bc21632060D,1,Chromia,CHR,6,chromaway,,1558915200,
eip155:1/erc20:0xba9d4199faB4f26eFE3551D490E3821486f135Ba,0xba9d4199faB4f26eFE3551D490E3821486f135Ba,1,SwissBorg,CHSB,8,swissborg,,1504828800,
eip155:1/erc20:0x1460a58096d80a50a2F1f956DDA497611Fa4f165,0x1460a58096d80a50a2F1f956DDA497611Fa4f165,1,Own,CHX,18,chainium,,1521967454,
eip155:1/erc20:0x3506424F91fD33084466F402d5D97f05F8e3b4AF,0x3506424F91fD33084466F402d5D97f05F8e3b4AF,1,Chiliz,CHZ,18,chiliz,,1540512000,
eip155:1/erc20:0x3abdfF32F76b42E7635bdb7e425f0231A5F3aB17,0x3abdfF32F76b42E7635bdb7e425f0231A5F3aB17,1,ConnectJob,CJT,18,connectjob,,1518623183,
eip155:1/erc20:0xe81D72D14B1516e68ac3190a46C93302Cc8eD60f,0xe81D72D14B1516e68ac3190a46C93302Cc8eD60f,1,Coinlancer,CL,18,coinlancer,,1506413116,
eip155:1/erc20:0xb1c1Cb8C7c1992dba24e628bF7d38E71daD46aeB,0xb1c1Cb8C7c1992dba24e628bF7d38E71daD46aeB,1,Cloudbric,CLB,18,cloudbric,,1529050983,
eip155:1/erc20:0x4162178B78D6985480A308B2190EE5517460406D,0x4162178B78D6985480A308B2190EE5517460406D,1,Colu Local Network,CLN,18,,,1513123200,
eip155:1/erc20:0x47bc01597798DCD7506DCCA36ac4302fc93a8cFb,0x47bc01597798DCD7506DCCA36ac4302fc93a8cFb,1,Crowd Machine,CMCT,8,crowd-machine,,1522540800,
eip155:1/erc20:0x7aBc60B3290F68c85f495fD2e0c3Bd278837a313,0x7aBc60B3290F68c85f495fD2e0c3Bd278837a313,1,Cyber Movie Chain,CMCT,8,cyber-movie-chain,,1539275666,
eip155:1/erc20:0xd4c435F5B09F855C3317c8524Cb1F586E42795fa,0xd4c435F5B09F855C3317c8524Cb1F586E42795fa,1,Cindicator,CND,18,cindicator,,1504828800,
eip155:1/erc20:0x8713d26637CF49e1b6B4a7Ce57106AaBc9325343,0x8713d26637CF49e1b6B4a7Ce57106AaBc9325343,1,Content Neutrality Network,CNN,18,cnn,,1519823488,
eip155:1/erc20:0x9a1bf361798Ef6538cCB8137EA900C4D4B48CA3D,0x9a1bf361798Ef6538cCB8137EA900C4D4B48CA3D,1,Connectome,CNTM,18,connectome,,1557198886,
eip155:1/erc20:0xB4b1D2C217EC0776584CE08D3DD98F90EDedA44b,0xB4b1D2C217EC0776584CE08D3DD98F90EDedA44b,1,Climatecoin,CO2,18,climatecoin,,1511710354,
eip155:1/erc20:0xb2F7EB1f2c37645bE61d73953035360e768D81E6,0xb2F7EB1f2c37645bE61d73953035360e768D81E6,1,Cobinhood,COB,18,cobinhood,,1504508386,
eip155:1/erc20:0x0C6f5F7D555E7518f6841a79436BD2b1Eef03381,0x0C6f5F7D555E7518f6841a79436BD2b1Eef03381,1,Cocos-BCX,COCOS,18,cocos-bcx,,1565777340,
eip155:1/erc20:0x3136eF851592aCf49CA4C825131E364170FA32b3,0x3136eF851592aCf49CA4C825131E364170FA32b3,1,CoinFi,COFI,18,coinfi,,1513296000,
eip155:1/erc20:0xeb547ed1D8A3Ff1461aBAa7F0022FED4836E00A4,0xeb547ed1D8A3Ff1461aBAa7F0022FED4836E00A4,1,Coinvest,COIN,18,bepro-network,,1513555200,
eip155:1/erc20:0xc00e94Cb662C3520282E6f5717214004A7f26888,0xc00e94Cb662C3520282E6f5717214004A7f26888,1,Compound,COMP,18,compound-governance-token,,1583323735,compound
eip155:1/erc20:0xa456b515303B2Ce344E9d2601f91270f8c2Fea5E,0xa456b515303B2Ce344E9d2601f91270f8c2Fea5E,1,Cornichon,CORN,18,cornichon,,1606603741,
eip155:1/erc20:0xC4Bcd64CB216D49fD3C643A32762F34626b45a1a,0xC4Bcd64CB216D49fD3C643A32762F34626b45a1a,1,Cosmo Coin,COSM,18,cosmo-coin,,1519862400,
eip155:1/erc20:0x9e96604445Ec19fFed9a5e8dd7B50a29C899A10C,0x9e96604445Ec19fFed9a5e8dd7B50a29C899A10C,1,COSS,COSS,18,,,1520148691,
eip155:1/erc20:0xE2FB6529EF566a080e6d23dE0bd351311087D567,0xE2FB6529EF566a080e6d23dE0bd351311087D567,1,Covesting,COV,18,covesting,,1508508737,
eip155:1/erc20:0x5D8d9F5b96f4438195BE9b99eee6118Ed4304286,0x5D8d9F5b96f4438195BE9b99eee6118Ed4304286,1,Cover Protocol,COVER,18,cover-protocol,,1605828402,
eip155:1/erc20:0x0Ebb614204E47c09B6C3FeB9AAeCad8EE060E23E,0x0Ebb614204E47c09B6C3FeB9AAeCad8EE060E23E,1,Cryptopay,CPAY,0,cryptopay,,1505606400,
eip155:1/erc20:0xfAE4Ee59CDd86e3Be9e8b90b53AA866327D7c090,0xfAE4Ee59CDd86e3Be9e8b90b53AA866327D7c090,1,CPChain,CPC,18,cpchain,CPC,1516060800,
eip155:1/erc20:0xb787d4eAc8899730bb8C57fc3c998c49c5244ec0,0xb787d4eAc8899730bb8C57fc3c998c49c5244ec0,1,CoinPulse Token,CPEX,8,,,1521084334,
eip155:1/erc20:0x88d50B466BE55222019D71F9E8fAe17f5f45FCA1,0x88d50B466BE55222019D71F9E8fAe17f5f45FCA1,1,Cryptaur,CPT,8,cryptaur,,1516319070,
eip155:1/erc20:0xf44745fBd41F6A1ba151df190db0564c5fCc4410,0xf44745fBd41F6A1ba151df190db0564c5fCc4410,1,COPYTRACK,CPY,18,,,1512864000,
eip155:1/erc20:0xAef38fBFBF932D1AeF3B808Bc8fBd8Cd8E1f8BC5,0xAef38fBFBF932D1AeF3B808Bc8fBd8Cd8E1f8BC5,1,Creditbit,CRB,8,creditbit,,1446595200,
eip155:1/erc20:0x2cF618c19041D9Db330d8222B860A624021F30fb,0x2cF618c19041D9Db330d8222B860A624021F30fb,1,Cruisebit,CRBT,18,cruisebit,,1532960185,
eip155:1/erc20:0xF41e5Fbc2F6Aac200Dd8619E121CE1f05D150077,0xF41e5Fbc2F6Aac200Dd8619E121CE1f05D150077,1,CryCash,CRC,18,crycash,CRYC,1524526765,
eip155:1/erc20:0x2ba592F78dB6436527729929AAf6c908497cB200,0x2ba592F78dB6436527729929AAf6c908497cB200,1,Cream,CREAM,18,cream-2,,1596553617,
eip155:1/erc20:0x672a1AD4f667FB18A333Af13667aa0Af1F5b5bDD,0x672a1AD4f667FB18A333Af13667aa0Af1F5b5bDD,1,Verify,CRED,18,verify,,1510099200,
eip155:1/erc20:0x4E0603e2A27A30480E5e3a4Fe548e29EF12F64bE,0x4E0603e2A27A30480E5e3a4Fe548e29EF12F64bE,1,Credo,CREDO,18,credo,,1496437557,
eip155:1/erc20:0xf49CDD50aD408d387d611F88A647179C3de3492b,0xf49CDD50aD408d387d611F88A647179C3de3492b,1,CargoCoin,CRGO,18,,,1525118732,
eip155:1/erc20:0xA0b73E1Ff0B80914AB6fe0444E65848C4C34450b,0xA0b73E1Ff0B80914AB6fe0444E65848C4C34450b,1,Crypto.com Chain,CRO,8,crypto-com-chain,,1542153600,
eip155:1/erc20:0x80A7E048F37A50500351C204Cb407766fA3baE7f,0x80A7E048F37A50500351C204Cb407766fA3baE7f,1,Crypterium,CRPT,18,crypterium,,1506556800,
eip155:1/erc20:0x5f3b5DfEb7B28CDbD7FAba78963EE202a494e2A2,0x5f3b5DfEb7B28CDbD7FAba78963EE202a494e2A2,1,Vote-escrowed CRV,veCRV,18,curve-dao-token,,1597270820,
eip155:1/erc20:0xD533a949740bb3306d119CC777fa900bA034cd52,0xD533a949740bb3306d119CC777fa900bA034cd52,1,Curve DAO Token,CRV,18,curve-dao-token,,1597270648,
eip155:1/erc20:0x46b9Ad944d1059450Da1163511069C718F699D31,0x46b9Ad944d1059450Da1163511069C718F699D31,1,Credits,CS,6,credits,CRDTS,1510617600,
eip155:1/erc20:0x29D75277aC7F0335b2165D0895E8725cbF658d73,0x29D75277aC7F0335b2165D0895E8725cbF658d73,1,BitDice,CSNO,8,bitdice,,1502755200,
eip155:1/erc20:0xBB49A51Ee5a66ca3a8CbE529379bA44Ba67E6771,0xBB49A51Ee5a66ca3a8CbE529379bA44Ba67E6771,1,Cryptosolartech,CST,18,cryptosolartech,,1524930693,
eip155:1/erc20:0x96A65609a7B84E8842732DEB08f56C3E21aC6f8a,0x96A65609a7B84E8842732DEB08f56C3E21aC6f8a,1,Centra,CTR,18,,,1500768000,
eip155:1/erc20:0x491604c0FDF08347Dd1fa4Ee062a822A5DD06B5D,0x491604c0FDF08347Dd1fa4Ee062a822A5DD06B5D,1,Cartesi,CTSI,18,cartesi,,1587355556,
eip155:1/erc20:0x662aBcAd0b7f345AB7FfB1b1fbb9Df7894f18e66,0x662aBcAd0b7f345AB7FfB1b1fbb9Df7894f18e66,1,CarTaxi Token,CTX,18,,CTX,1506211200,
eip155:1/erc20:0xEa11755Ae41D889CeEc39A63E6FF75a02Bc1C00d,0xEa11755Ae41D889CeEc39A63E6FF75a02Bc1C00d,1,Cortex,CTXC,18,cortex,,1518048000,
eip155:1/erc20:0x41e5560054824eA6B0732E656E3Ad64E20e94E45,0x41e5560054824eA6B0732E656E3Ad64E20e94E45,1,Civic,CVC,8,civic,,1498003200,
eip155:1/erc20:0x38e4adB44ef08F22F5B5b76A8f0c2d0dCbE7DcA1,0x38e4adB44ef08F22F5B5b76A8f0c2d0dCbE7DcA1,1,Concentrated Voting Power,CVP,18,concentrated-voting-power,,1597938312,
eip155:1/erc20:0xBe428c3867F05deA2A89Fc76a102b544eaC7f772,0xBe428c3867F05deA2A89Fc76a102b544eaC7f772,1,CyberVein,CVT,18,cybervein,,1516888006,
eip155:1/erc20:0xb6EE9668771a79be7967ee29a63D4184F8097143,0xb6EE9668771a79be7967ee29a63D4184F8097143,1,CargoX,CXO,18,cargox,,1513728000,
eip155:1/erc20:0x3f06B5D78406cD97bdf10f5C420B241D32759c80,0x3f06B5D78406cD97bdf10f5C420B241D32759c80,1,CyberFM,CYFM,18,cyberfm,,1524173287,
eip155:1/erc20:0x78c292D1445E6b9558bf42e8BC369271DeD062eA,0x78c292D1445E6b9558bf42e8BC369271DeD062eA,1,CyberMusic,CYMT,8,cybermusic,,1535015874,
eip155:1/erc20:0x0223fc70574214F65813fE336D870Ac47E147fAe,0x0223fc70574214F65813fE336D870Ac47E147fAe,1,CanonChain,CZR,18,canonchain,,1515725245,
eip155:1/erc20:0xA31108E5BAB5494560Db34c95492658AF239357C,0xA31108E5BAB5494560Db34c95492658AF239357C,1,DACSEE,DACS,18,dacsee,,1532878140,
eip155:1/erc20:0xFb2f26F266Fb2805a387230f2aa0a331b4d96Fba,0xFb2f26F266Fb2805a387230f2aa0a331b4d96Fba,1,Edge,DADI,18,,,1504224000,
eip155:1/erc20:0x6B175474E89094C44Da98b954EedeAC495271d0F,0x6B175474E89094C44Da98b954EedeAC495271d0F,1,Multi Collateral Dai,DAI,18,dai,,1573672677,
eip155:1/erc20:0x07D9e49Ea402194bf48A8276dAfB16E4eD633317,0x07D9e49Ea402194bf48A8276dAfB16E4eD633317,1,Dalecoin,DALC,8,dalecoin,,1498690907,
eip155:1/erc20:0x9B70740e708a083C6fF38Df52297020f5DfAa5EE,0x9B70740e708a083C6fF38Df52297020f5DfAa5EE,1,Daneel,DAN,10,daneel,,1510499013,
eip155:1/erc20:0xBB9bc244D798123fDe783fCc1C72d3Bb8C189413,0xBB9bc244D798123fDe783fCc1C72d3Bb8C189413,1,The DAO,DAO,16,,,1461980578,
eip155:1/erc20:0x81c9151de0C8bafCd325a57E3dB5a5dF1CEBf79c,0x81c9151de0C8bafCd325a57E3dB5a5dF1CEBf79c,1,Datum,DAT,18,datum,,1501113600,
eip155:1/erc20:0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,1,Streamr DATAcoin,DATA,18,streamr-xdata,,1507248000,
eip155:1/erc20:0xaBbBB6447B68ffD6141DA77C18c7B5876eD6c5ab,0xaBbBB6447B68ffD6141DA77C18c7B5876eD6c5ab,1,DATx,DATX,18,datx,,1517657708,
eip155:1/erc20:0xd82Df0ABD3f51425Eb15ef7580fDA55727875f14,0xd82Df0ABD3f51425Eb15ef7580fDA55727875f14,1,DAV Coin,DAV,18,dav,,1528549816,
eip155:1/erc20:0x580c8520dEDA0a441522AEAe0f9F7A5f29629aFa,0x580c8520dEDA0a441522AEAe0f9F7A5f29629aFa,1,Dawn Protocol,DAWN,18,dawn-protocol,,1588282127,
eip155:1/erc20:0x0B4BdC478791897274652DC15eF5C135cae61E60,0x0B4BdC478791897274652DC15eF5C135cae61E60,1,DAEX,DAX,18,daex,,1517981944,
eip155:1/erc20:0xE814aeE960a85208C3dB542C53E7D4a6C8D5f60F,0xE814aeE960a85208C3dB542C53E7D4a6C8D5f60F,1,Chronologic,DAY,18,chronologic,,1505774047,
eip155:1/erc20:0x9b68bFaE21DF5A510931A262CECf63f41338F264,0x9b68bFaE21DF5A510931A262CECf63f41338F264,1,DecentBet,DBET,18,decentbet,,1505260800,
eip155:1/erc20:0xFFa93Aacf49297D51E211817452839052FDFB961,0xFFa93Aacf49297D51E211817452839052FDFB961,1,Distributed Credit Chain,DCC,18,,,1518401258,
eip155:1/erc20:0x08d32b0da63e2C3bcF8019c9c5d849d7a9d791e6,0x08d32b0da63e2C3bcF8019c9c5d849d7a9d791e6,1,Dentacoin,DCN,0,dentacoin,,1487090430,
eip155:1/erc20:0xcC4eF9EEAF656aC1a2Ab886743E98e97E090ed38,0xcC4eF9EEAF656aC1a2Ab886743E98e97E090ed38,1,DigitalDevelopersFund,DDF,18,,,1498504259,
eip155:1/erc20:0x151202C9c18e495656f372281F493EB7698961D5,0x151202C9c18e495656f372281F493EB7698961D5,1,Debitum,DEB,18,debitum-network,,1508976000,
eip155:1/erc20:0x89c6c856a6db3e46107163D0cDa7A7FF211BD655,0x89c6c856a6db3e46107163D0cDa7A7FF211BD655,1,Darico Ecosystem Coin,DEC,18,darico,,1527686144,
eip155:1/erc20:0x30f271C9E86D2B7d00a6376Cd96A1cFBD5F0b9b3,0x30f271C9E86D2B7d00a6376Cd96A1cFBD5F0b9b3,1,Decentr,DEC,18,decentr,DECENTR,1593644131,
eip155:1/erc20:0x8D1ce361eb68e9E05573443C407D4A3Bed23B033,0x8D1ce361eb68e9E05573443C407D4A3Bed23B033,1,PieDAO DEFI++,DEFI++,18,piedao-defi,,1604311938,
